id,title,link,description,pubdate,location,timestamp
321205,Senior Brand Designer,https://dribbble.com/jobs/215201-Senior-Brand-Designer?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">OrangeSprocket</span>
          <span class=""hide-on-mobile"">
            • Full-time
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">Remote</span>
      ",2023-06-05 09:47:40.810375
364884,"Web/UI Design, Pre-IPO AI Data Platform",https://dribbble.com/jobs/214871-Web-UI-Design-Pre-IPO-AI-Data-Platform?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">VAST Data</span>
          <span class=""hide-on-mobile"">
            • Full-time
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">Remote</span>
      ",2023-06-05 09:47:40.922141
244877,Senior Product Designer,https://dribbble.com/jobs/183290-Senior-Product-Designer?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">Axion Ray</span>
          <span class=""hide-on-mobile"">
            • Full-time
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">London</span>
      ",2023-06-05 09:47:41.015036
407244,Astralus is looking for new team members,https://dribbble.com/jobs/215135-Astralus-is-looking-for-new-team-members?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">Astralus</span>
          <span class=""hide-on-mobile"">
            • Freelance
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">Remote</span>
      ",2023-06-05 09:47:41.118305
16606,UI Designer - Asset management web app,https://dribbble.com/jobs/215102-UI-Designer-Asset-management-web-app?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">Kiloma Advanced Solutions</span>
          <span class=""hide-on-mobile"">
            • Freelance
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">Remote</span>
      ",2023-06-05 09:47:41.204280
483851,"Brand Designer (Mascot, logo, font)",https://dribbble.com/jobs/214739-Brand-Designer-Mascot-logo-font?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">Aviagames Inc</span>
          <span class=""hide-on-mobile"">
            • Freelance
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">Remote</span>
      ",2023-06-05 09:47:41.302416
268792,Freelance Product Designer Remote Europe,https://dribbble.com/jobs/215036-Freelance-Product-Designer-Remote-Europe?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">Phenom People</span>
          <span class=""hide-on-mobile"">
            • Freelance
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">Europe</span>
      ",2023-06-05 09:47:41.366989
242304,Senior Designer,https://dribbble.com/jobs/204443-Senior-Designer?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">11:11 Music Group</span>
          <span class=""hide-on-mobile"">
            • Freelance
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">Remote</span>
      ",2023-06-05 09:47:41.408262
250892,UI/UX Designer,https://dribbble.com/jobs/215003-UI-UX-Designer?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">Motion Recruitment</span>
          <span class=""hide-on-mobile"">
            • Full-time
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">New York City, NY</span>
      ",2023-06-05 09:47:41.451466
62839,Product Designer,https://dribbble.com/jobs/214970-Product-Designer?source=index,"
        <span class=""color-deep-blue-sea-light-20 font-label job-board-job-company"">Montra Interactive</span>
          <span class=""hide-on-mobile"">
            • Freelance
          </span>
          <span class=""hide-on-mobile"">
            • Remote Friendly
          </span>
      ",2023-06-05,"
        <svg xmlns=""http://www.w3.org/2000/svg"" enable-background=""new 0 0 24 24"" viewBox=""0 0 24 24"" role=""img"" class=""icon location-icon fill-current""><path d=""m12.001 0c-6.001 0-9.001 4.5-9.001 9s9.001 15 9.001 15 8.999-10.5 8.999-15-3-9-8.999-9zm-.001 12c-1.657 0-3-1.343-3-3s1.343-3 3-3 3 1.343 3 3-1.343 3-3 3z""></path></svg>

        <span class=""location"">Remote</span>
      ",2023-06-05 09:47:41.497441
